ax,ay,az,label
-0.450562,-0.031494,0.864624,0
-0.450439,-0.031616,0.865845,0
-0.447754,-0.029663,0.869629,0
-0.445801,-0.029297,0.867676,0
-0.446167,-0.029297,0.865845,0
-0.447510,-0.030640,0.863525,0
-0.451416,-0.031616,0.863403,0
-0.452271,-0.032959,0.868530,0
-0.449707,-0.031372,0.869751,0
-0.448608,-0.029663,0.870972,0
-0.448975,-0.029907,0.871216,0
-0.452148,-0.031372,0.868896,0
-0.452026,-0.031616,0.867065,0
-0.451172,-0.032715,0.866211,0
-0.450317,-0.032715,0.867676,0
-0.449097,-0.032227,0.866943,0
-0.448608,-0.031738,0.866089,0
-0.449341,-0.031372,0.865112,0
-0.449341,-0.031128,0.864990,0
-0.449585,-0.031006,0.865601,0
-0.449097,-0.031250,0.866821,0
-0.448975,-0.031494,0.867676,0
-0.449585,-0.031860,0.865479,0
-0.449951,-0.062378,0.865601,0
-0.449707,-0.030273,0.867065,0
-0.449951,-0.031616,0.868042,0
-0.449829,-0.031494,0.868042,0
-0.450073,-0.031372,0.867798,0
-0.450073,-0.031128,0.867432,0
-0.450073,-0.031982,0.865356,0
-0.450928,-0.031738,0.867554,0
-0.449219,-0.031738,0.868408,0
-0.448120,-0.031006,0.868042,0
-0.447388,-0.030273,0.867554,0
-0.449341,-0.030273,0.868286,0
-0.449585,-0.030151,0.867432,0
-0.449463,-0.030762,0.866577,0
-0.448730,-0.031006,0.868042,0
-0.449463,-0.030884,0.868042,0
-0.450317,-0.030762,0.867187,0
-0.450317,-0.031372,0.865723,0
-0.450439,-0.032837,0.866211,0
-0.449707,-0.032349,0.866943,0
-0.450073,-0.031372,0.866455,0
-0.449341,-0.031128,0.866455,0
-0.450195,-0.031250,0.866699,0
-0.450073,-0.030884,0.866089,0
-0.450806,-0.031616,0.865601,0
-0.449951,-0.032349,0.867798,0
-0.448853,-0.030884,0.866577,0
-0.448486,-0.061279,0.866577,0
-0.448975,-0.031616,0.867554,0
-0.449951,-0.031860,0.867432,0
-0.450195,-0.032593,0.866699,0
-0.450195,-0.032104,0.865479,0
-0.449951,-0.031006,0.866577,0
-0.449707,-0.030762,0.867187,0
-0.449463,-0.030640,0.868286,0
-0.449951,-0.030518,0.867432,0
-0.449463,-0.031250,0.867554,0
-0.449951,-0.031494,0.867554,0
-0.450317,-0.031616,0.867065,0
-0.449951,-0.031006,0.867432,0
-0.449585,-0.031738,0.868286,0
-0.448853,-0.031250,0.867920,0
-0.449463,-0.030396,0.866211,0
-0.449707,-0.030762,0.866577,0
-0.449585,-0.031494,0.866699,0
-0.450073,-0.031250,0.867065,0
-0.449219,-0.032349,0.866699,0
-0.449707,-0.030762,0.867187,0
-0.450195,-0.031372,0.865845,0
-0.449097,-0.032349,0.866577,0
-0.449829,-0.031372,0.867554,0
-0.449829,-0.032104,0.865967,0
-0.450073,-0.030884,0.866333,0
-0.450317,-0.031860,0.866089,0
-0.450684,-0.031006,0.867554,0
-0.450195,-0.031006,0.868164,0
-0.450195,-0.030762,0.866699,0
-0.450073,-0.030518,0.867432,0
-0.450562,-0.031128,0.866455,0
-0.450562,-0.030884,0.866699,0
-0.450317,-0.031494,0.867920,0
-0.448975,-0.031006,0.867065,0
-0.449829,-0.031372,0.867187,0
-0.449707,-0.030640,0.866943,0
-0.449463,-0.031494,0.867310,0
-0.449707,-0.031616,0.867554,0
-0.449219,-0.031982,0.867676,0
-0.449219,-0.031982,0.867432,0
-0.448975,-0.031494,0.866821,0
-0.449341,-0.031616,0.866699,0
-0.449829,-0.031738,0.866821,0
-0.449585,-0.031616,0.867798,0
-0.449463,-0.031616,0.866577,0
-0.450928,-0.031372,0.866577,0
-0.450317,-0.031494,0.866211,0
-0.449829,-0.031006,0.866577,0
-0.449585,-0.031372,0.867798,0
-0.449097,-0.031128,0.867798,0
-0.449829,-0.031860,0.867554,0
-0.450073,-0.031738,0.866943,0
-0.451416,-0.031250,0.866455,0
-0.450073,-0.031738,0.867432,0
-0.449463,-0.031494,0.866577,0
-0.449097,-0.031128,0.866699,0
-0.450195,-0.030640,0.867432,0
-0.450317,-0.031006,0.867432,0
-0.450439,-0.030884,0.867310,0
-0.449219,-0.032349,0.867310,0
-0.449585,-0.031250,0.866943,0
-0.449707,-0.030273,0.866333,0
-0.450073,-0.031128,0.867310,0
-0.449951,-0.031372,0.867432,0
-0.449829,-0.031982,0.867065,0
-0.449707,-0.031616,0.867432,0
-0.449097,-0.030762,0.867432,0
-0.450317,-0.031982,0.867187,0
-0.449219,-0.031006,0.868042,0
-0.450317,-0.031616,0.867798,0
-0.449951,-0.031128,0.866821,0
-0.450439,-0.032471,0.866333,0
-0.449829,-0.031372,0.866089,0
-0.450073,-0.031372,0.866821,0
-0.449585,-0.031250,0.866699,0
-0.450439,-0.031616,0.867310,0
-0.450073,-0.032227,0.867310,0
-0.449829,-0.031738,0.866211,0
-0.449829,-0.031250,0.866455,0
-0.450317,-0.032227,0.866943,0
-0.449707,-0.031128,0.867798,0
-0.449463,-0.031250,0.867676,0
-0.449707,-0.031372,0.867065,0
-0.449951,-0.031738,0.867065,0
-0.449829,-0.030884,0.867432,0
-0.449707,-0.031860,0.867187,0
-0.449341,-0.031860,0.867065,0
-0.450073,-0.030396,0.867432,0
-0.450562,-0.030762,0.866333,0
-0.450195,-0.031494,0.866821,0
-0.450195,-0.031738,0.866577,0
-0.449219,-0.031738,0.868286,0
-0.448975,-0.032227,0.867432,0
-0.448730,-0.031372,0.866455,0
-0.449219,-0.030884,0.866943,0
-0.450439,-0.031372,0.867065,0
-0.449585,-0.031006,0.866821,0
-0.449341,-0.031128,0.866699,0
-0.450439,-0.031006,0.866699,0
-0.451172,-0.031250,0.867310,0
-0.449463,-0.031250,0.866577,0
-0.450195,-0.031860,0.866455,0
-0.449829,-0.031738,0.867310,0
-0.449097,-0.031860,0.867065,0
-0.449707,-0.030518,0.867187,0
-0.448975,-0.031250,0.867676,0
-0.448730,-0.031128,0.868286,0
-0.449097,-0.031128,0.866821,0
-0.449219,-0.031494,0.866943,0
-0.450073,-0.032227,0.867310,0
-0.449707,-0.030884,0.867187,0
-0.450195,-0.031372,0.866211,0
-0.449829,-0.031250,0.866577,0
-0.448975,-0.030518,0.867065,0
-0.449829,-0.030762,0.867798,0
-0.449829,-0.031494,0.866211,0
-0.450195,-0.031006,0.866089,0
-0.450684,-0.030762,0.866455,0
-0.449829,-0.031494,0.868042,0
-0.450317,-0.030396,0.867310,0
-0.450073,-0.031372,0.866699,0
-0.450195,-0.031494,0.867432,0
-0.449463,-0.032349,0.867432,0
-0.449829,-0.032715,0.866943,0
-0.449829,-0.031860,0.867554,0
-0.449707,-0.031250,0.867554,0
-0.449951,-0.030884,0.866699,0
-0.449219,-0.031738,0.866333,0
-0.450073,-0.031982,0.866699,0
-0.449097,-0.031372,0.867310,0
-0.449707,-0.031006,0.866943,0
-0.448975,-0.031494,0.867310,0
-0.449951,-0.031738,0.867065,0
-0.448975,-0.032227,0.867676,0
-0.449463,-0.031372,0.868164,0
-0.450195,-0.031860,0.867432,0
-0.449951,-0.031860,0.866943,0
-0.449951,-0.031616,0.867554,0
-0.450317,-0.031616,0.867920,0
-0.449951,-0.031616,0.867676,0
-0.449707,-0.031006,0.866577,0
-0.449585,-0.030273,0.866333,0
-0.449585,-0.031128,0.867065,0
-0.449707,-0.031494,0.867310,0
-0.449463,-0.032471,0.866943,0
-0.449463,-0.031616,0.866333,0
-0.450317,-0.031494,0.866333,0
-0.449219,-0.030884,0.867920,0
-0.449585,-0.030640,0.868530,0
-0.449585,-0.031860,0.867310,0
-0.449951,-0.031128,0.867432,0
-0.449707,-0.031738,0.866089,0
-0.449707,-0.030762,0.867065,0
-0.449097,-0.031982,0.866333,0
-0.449097,-0.032227,0.868164,0
-0.449951,-0.031372,0.866455,0
-0.450562,-0.031128,0.866943,0
-0.450317,-0.031616,0.866333,0
-0.450073,-0.031372,0.867798,0
-0.448608,-0.032104,0.867187,0
-0.449829,-0.031616,0.867432,0
-0.449829,-0.031738,0.866089,0
-0.450073,-0.031006,0.866333,0
-0.450439,-0.031738,0.867554,0
-0.449707,-0.032593,0.867310,0
-0.449951,-0.031982,0.867554,0
-0.449585,-0.031250,0.867187,0
-0.450439,-0.031738,0.866211,0
-0.449463,-0.031006,0.867554,0
-0.448853,-0.031616,0.868042,0
-0.449585,-0.030884,0.868042,0
-0.449829,-0.031128,0.867187,0
-0.450317,-0.030884,0.866699,0
-0.450684,-0.030273,0.866821,0
-0.450562,-0.030396,0.866943,0
-0.450317,-0.031616,0.867310,0
-0.449829,-0.031250,0.868164,0
-0.449463,-0.031738,0.867920,0
-0.449707,-0.031982,0.867554,0
-0.449707,-0.031616,0.866455,0
-0.449951,-0.031250,0.866333,0
-0.450684,-0.031860,0.866089,0
-0.449585,-0.031738,0.866943,0
-0.449097,-0.031616,0.867310,0
-0.449829,-0.031372,0.867310,0
-0.449341,-0.031738,0.867920,0
-0.449707,-0.031860,0.866699,0
-0.450684,-0.032227,0.866699,0
-0.451172,-0.031982,0.867065,0
-0.450073,-0.031372,0.866577,0
-0.449097,-0.030762,0.867798,0
-0.449341,-0.030762,0.867554,0
-0.449097,-0.030396,0.867676,0
-0.449829,-0.030884,0.867432,0
-0.450073,-0.031616,0.867065,0
-0.450195,-0.031860,0.867065,0
-0.449219,-0.031982,0.866821,0
-0.449463,-0.032227,0.867310,0
-0.449219,-0.032227,0.866455,0
-0.449463,-0.031128,0.866577,0
-0.449463,-0.030518,0.867310,0
-0.450195,-0.031494,0.866943,0
-0.448853,-0.030762,0.867432,0
-0.450073,-0.030884,0.866577,0
-0.450195,-0.030762,0.866333,0
-0.450317,-0.030762,0.867554,0
-0.450317,-0.030762,0.867310,0
-0.450806,-0.031250,0.867798,0
-0.451050,-0.031982,0.866943,0
-0.450562,-0.031982,0.866699,0
-0.450317,-0.031006,0.866943,0
-0.449463,-0.031372,0.867798,0
-0.449707,-0.030640,0.868042,0
-0.449585,-0.031616,0.867310,0
-0.448975,-0.031006,0.867187,0
-0.449463,-0.032227,0.866699,0
-0.450195,-0.031250,0.866699,0
-0.450439,-0.031494,0.867676,0
-0.450073,-0.030029,0.866821,0
-0.450073,-0.031006,0.867432,0
-0.450195,-0.032104,0.867798,0
-0.449707,-0.031372,0.866943,0
-0.449829,-0.031616,0.868286,0
-0.450562,-0.030884,0.866943,0
-0.449585,-0.032593,0.867554,0
-0.449951,-0.031494,0.867432,0
-0.449463,-0.032104,0.867187,0
-0.450317,-0.031372,0.866821,0
-0.449707,-0.031372,0.866089,0
-0.450073,-0.031250,0.866577,0
-0.449829,-0.031860,0.867065,0
-0.449341,-0.030640,0.867798,0
-0.449463,-0.031128,0.866699,0
-0.449951,-0.031006,0.867920,0
-0.449707,-0.031006,0.867065,0
-0.449829,-0.031372,0.867432,0
-0.449341,-0.031006,0.867798,0
-0.450317,-0.031738,0.867920,0
-0.450195,-0.032593,0.866821,0
-0.450928,-0.031372,0.866455,0
-0.449097,-0.031494,0.866577,0
-0.449707,-0.030762,0.866699,0
-0.450439,-0.030029,0.867187,0
-0.449951,-0.030762,0.867554,0
-0.450073,-0.030029,0.867187,0
-0.449219,-0.032104,0.867432,0
-0.449585,-0.032104,0.866455,0
-0.450562,-0.032104,0.866577,0
-0.449585,-0.031006,0.865845,0
-0.449097,-0.030884,0.867310,0
-0.449341,-0.030640,0.867432,0
-0.449219,-0.031006,0.866943,0
-0.450439,-0.031250,0.867554,0
-0.450073,-0.031738,0.868042,0
-0.450562,-0.030884,0.867554,0
-0.450195,-0.031494,0.867432,0
-0.450195,-0.031494,0.867187,0
-0.450195,-0.031494,0.866455,0
-0.449829,-0.031494,0.867432,0
-0.449463,-0.031128,0.868286,0
-0.449707,-0.031128,0.868042,0
-0.449341,-0.031128,0.866943,0
-0.449707,-0.031128,0.867554,0
-0.451050,-0.031616,0.866943,0
-0.450195,-0.032104,0.866333,0
-0.449219,-0.031494,0.865479,0
-0.448975,-0.031494,0.865479,0
-0.449219,-0.030640,0.867554,0
-0.449341,-0.031128,0.868286,0
-0.449463,-0.030640,0.867554,0
-0.449341,-0.032227,0.866699,0
-0.449829,-0.031250,0.866943,0
-0.449829,-0.030884,0.866577,0
-0.449829,-0.031494,0.867676,0
-0.449829,-0.030640,0.867554,0
-0.450439,-0.031494,0.867432,0
-0.450195,-0.032471,0.866211,0
-0.451050,-0.031738,0.867187,0
-0.449951,-0.031250,0.867310,0
-0.450562,-0.031006,0.867798,0
-0.449341,-0.031616,0.867920,0
-0.449463,-0.030518,0.868164,0
-0.449585,-0.030762,0.867798,0
-0.449585,-0.031494,0.867676,0
-0.449463,-0.032104,0.867920,0
-0.449951,-0.031738,0.867065,0
-0.449951,-0.031982,0.865234,0
-0.449829,-0.032227,0.866821,0
-0.449951,-0.031982,0.867554,0
-0.449341,-0.031006,0.867554,0
-0.449951,-0.030518,0.867065,0
-0.449951,-0.030640,0.867065,0
-0.450684,-0.030151,0.867065,0
-0.449585,-0.030151,0.867310,0
-0.449829,-0.031128,0.866821,0
-0.450439,-0.031494,0.867920,0
-0.450073,-0.031738,0.867798,0
-0.452759,-0.031860,0.865601,0
-0.451782,-0.032349,0.866089,0
-0.450562,-0.031494,0.865845,0
-0.450317,-0.031494,0.867676,0
-0.449463,-0.031860,0.868774,0
-0.449219,-0.030884,0.867798,0
-0.449951,-0.030640,0.866089,0
-0.450562,-0.031494,0.867310,0
-0.450195,-0.031616,0.866211,0
-0.449951,-0.031372,0.867310,0
-0.449219,-0.030151,0.867676,0
-0.449829,-0.030884,0.867920,0
-0.449707,-0.031494,0.867432,0
-0.449341,-0.031982,0.866943,0
-0.449707,-0.031982,0.866821,0
-0.449341,-0.031494,0.866821,0
-0.450439,-0.032471,0.867798,0
-0.449829,-0.030884,0.867432,0
-0.449829,-0.031128,0.868164,0
-0.449341,-0.031128,0.868286,0
-0.450317,-0.031860,0.867676,0
-0.450195,-0.031250,0.867676,0
-0.449707,-0.031006,0.867187,0
-0.450684,-0.032104,0.865967,0
-0.450195,-0.030518,0.866455,0
-0.449585,-0.030640,0.866821,0
-0.449951,-0.030640,0.867065,0
-0.449829,-0.030762,0.867676,0
-0.449707,-0.031006,0.868042,0
-0.449829,-0.031372,0.867798,0
-0.451050,-0.031860,0.867554,0
-0.450562,-0.031616,0.866577,0
-0.448975,-0.030884,0.868164,0
-0.449463,-0.031616,0.868164,0
-0.449341,-0.031372,0.867065,0
-0.450195,-0.031128,0.866455,0
-0.448975,-0.031738,0.867798,0
-0.450684,-0.030640,0.867310,0
-0.450317,-0.032349,0.866821,0
-0.449829,-0.031738,0.867432,0
-0.450317,-0.030884,0.867187,0
-0.450439,-0.031006,0.866699,0
-0.450073,-0.031250,0.867187,0
-0.449585,-0.031982,0.866943,0
-0.450195,-0.031738,0.867187,0
-0.450073,-0.031982,0.866211,0
-0.449585,-0.031372,0.867920,0
-0.450195,-0.029907,0.866699,0
-0.450317,-0.031128,0.868774,0
-0.449829,-0.031372,0.867554,0
-0.450073,-0.031006,0.867310,0
-0.449707,-0.031372,0.867187,0
-0.450684,-0.031372,0.866821,0
-0.450562,-0.031616,0.867065,0
-0.448853,-0.031372,0.867554,0
-0.450073,-0.031250,0.867920,0
-0.450195,-0.031372,0.866821,0
-0.449463,-0.030640,0.867310,0
-0.450562,-0.031616,0.866211,0
-0.449585,-0.030640,0.866943,0
-0.449829,-0.031006,0.866699,0
-0.450073,-0.031128,0.867187,0
-0.449707,-0.030762,0.866699,0
-0.449829,-0.030884,0.867432,0
-0.448853,-0.031128,0.866577,0
-0.449585,-0.031860,0.867187,0
-0.448364,-0.031006,0.867432,0
-0.449463,-0.030396,0.867065,0
-0.450195,-0.030396,0.866821,0
-0.449463,-0.031006,0.867310,0
-0.450439,-0.031738,0.866211,0
-0.449951,-0.030884,0.866211,0
-0.449829,-0.031250,0.866699,0
-0.450439,-0.032104,0.867432,0
-0.450806,-0.031250,0.867798,0
-0.450195,-0.031860,0.867310,0
-0.450806,-0.030518,0.867432,0
-0.450073,-0.030396,0.866089,0
-0.449463,-0.031128,0.867432,0
-0.449829,-0.031250,0.868042,0
-0.449341,-0.031128,0.867676,0
-0.449585,-0.030640,0.866943,0
-0.449463,-0.031860,0.867310,0
-0.450439,-0.032227,0.865601,0
-0.450562,-0.030640,0.865479,0
-0.450073,-0.031006,0.866577,0
-0.449463,-0.031616,0.866577,0
-0.449829,-0.031738,0.866455,0
-0.450928,-0.031982,0.866577,0
-0.450439,-0.031616,0.866821,0
-0.450073,-0.031006,0.866577,0
-0.449951,-0.031616,0.867310,0
-0.450439,-0.030518,0.866577,0
-0.449585,-0.031372,0.866211,0
-0.450195,-0.031006,0.866699,0
-0.450684,-0.030640,0.866577,0
-0.450562,-0.031738,0.867310,0
-0.450317,-0.031250,0.867310,0
-0.449951,-0.031616,0.867187,0
-0.450317,-0.031128,0.867432,0
-0.449585,-0.031616,0.866211,0
-0.449951,-0.031494,0.866577,0
-0.449829,-0.031372,0.866333,0
-0.450317,-0.031494,0.866089,0
-0.449219,-0.031128,0.866577,0
-0.448853,-0.031006,0.867310,0
-0.448975,-0.030762,0.867187,0
-0.449951,-0.031494,0.867187,0
-0.449707,-0.030884,0.866943,0
-0.450439,-0.030762,0.865967,0
-0.450317,-0.031860,0.866211,0
-0.449219,-0.032104,0.866333,0
-0.450684,-0.031738,0.866089,0
-0.449829,-0.031128,0.867432,0
-0.450684,-0.030762,0.866577,0
-0.450317,-0.031128,0.867187,0
-0.449463,-0.031128,0.867187,0
-0.450439,-0.031616,0.867676,0
-0.449951,-0.031494,0.866333,0
-0.450195,-0.030640,0.867554,0
-0.449585,-0.030762,0.867187,0
-0.449707,-0.031006,0.866821,0
-0.449951,-0.032104,0.867310,0
-0.449585,-0.031250,0.866699,0
-0.449585,-0.031616,0.866821,0
-0.450195,-0.031372,0.867798,0
-0.449951,-0.031250,0.866821,0
-0.449951,-0.031616,0.867432,0
-0.450195,-0.031372,0.865723,0
-0.450195,-0.031738,0.867920,0
-0.449341,-0.031616,0.867554,0
-0.450317,-0.031738,0.865234,0
-0.450195,-0.031006,0.866699,0
-0.449463,-0.030396,0.867065,0
-0.450439,-0.031250,0.867065,0
-0.450073,-0.031494,0.866455,0
-0.449829,-0.030884,0.866943,0
-0.449829,-0.031372,0.866943,0
-0.450317,-0.032227,0.865967,0
-0.450928,-0.031738,0.866577,0
-0.450195,-0.032104,0.866821,0
-0.450073,-0.031738,0.867676,0
-0.449951,-0.031372,0.866577,0
-0.449585,-0.031616,0.866943,0
-0.449707,-0.031616,0.867676,0
-0.448975,-0.031372,0.867432,0
-0.450073,-0.031616,0.867676,0
-0.450562,-0.031006,0.867432,0
-0.449585,-0.031494,0.866333,0
-0.450562,-0.031616,0.867310,0
-0.450073,-0.030762,0.867065,0
-0.450684,-0.031250,0.867310,0
-0.450317,-0.031250,0.866821,0
-0.449829,-0.031860,0.866455,0
-0.449707,-0.032104,0.867065,0
-0.450317,-0.031250,0.867676,0
-0.450073,-0.031372,0.865234,0
-0.449585,-0.030518,0.866699,0
-0.449341,-0.030884,0.866455,0
-0.449585,-0.030762,0.867065,0
-0.449829,-0.030884,0.866455,0
-0.449341,-0.031006,0.866821,0
-0.450928,-0.031982,0.867554,0
-0.449951,-0.032227,0.867310,0
-0.451416,-0.031982,0.867432,0
-0.451050,-0.031250,0.866333,0
-0.450806,-0.032227,0.867187,0
-0.449341,-0.030762,0.867187,0
-0.449219,-0.031250,0.868042,0
-0.449097,-0.031128,0.866821,0
-0.449341,-0.030884,0.867676,0
-0.449341,-0.031006,0.866211,0
-0.449951,-0.030396,0.866333,0
-0.449585,-0.030396,0.866211,0
-0.448975,-0.031250,0.866211,0
-0.449585,-0.030396,0.866943,0
-0.450073,-0.030396,0.867187,0
-0.449585,-0.030884,0.866699,0
-0.450439,-0.031250,0.866455,0
-0.450562,-0.031494,0.866455,0
-0.451416,-0.031494,0.867432,0
-0.451294,-0.031372,0.866211,0
-0.450073,-0.031128,0.867432,0
-0.450195,-0.032104,0.866821,0
-0.450073,-0.031250,0.866699,0
-0.450439,-0.032227,0.868164,0
-0.449463,-0.031494,0.866821,0
-0.449707,-0.031494,0.866089,0
-0.449341,-0.030518,0.866943,0
-0.449585,-0.031006,0.866455,0
-0.449341,-0.031860,0.866455,0
-0.449951,-0.031128,0.866455,0
-0.450684,-0.032227,0.867310,0
-0.450806,-0.032715,0.866821,0
-0.449707,-0.031616,0.866699,0
-0.450073,-0.031372,0.867798,0
-0.449585,-0.031616,0.866821,0
-0.449341,-0.031128,0.867554,0
-0.449829,-0.031250,0.867554,0
-0.450195,-0.030640,0.867310,0
-0.450195,-0.031860,0.867920,0
-0.450439,-0.030884,0.866577,0
-0.450439,-0.031128,0.867310,0
-0.449829,-0.030518,0.866699,0
-0.450684,-0.031128,0.866333,0
-0.451050,-0.032227,0.867554,0
-0.449463,-0.031616,0.866943,0
-0.450317,-0.031616,0.866577,0
-0.449707,-0.031250,0.867310,0
-0.448730,-0.031616,0.867676,0
-0.449341,-0.031494,0.868164,0
-0.449463,-0.030640,0.866455,0
-0.450195,-0.031250,0.866455,0
-0.450317,-0.031372,0.867065,0
-0.449585,-0.031860,0.867676,0
-0.449341,-0.031372,0.867676,0
-0.450439,-0.031494,0.866699,0
-0.449951,-0.031372,0.866699,0
-0.450317,-0.030884,0.865967,0
-0.450073,-0.031372,0.866821,0
-0.449707,-0.030884,0.866943,0
-0.449219,-0.030640,0.867432,0
-0.449463,-0.031372,0.866211,0
-0.449707,-0.031860,0.866821,0
-0.450439,-0.031616,0.867676,0
-0.450317,-0.032104,0.867554,0
-0.450195,-0.031006,0.867065,0
-0.449707,-0.031616,0.867065,0
-0.449707,-0.032104,0.866333,0
-0.449463,-0.031982,0.867187,0
-0.449341,-0.031738,0.866455,0
-0.449951,-0.030762,0.866699,0
-0.449585,-0.032227,0.867065,0
-0.450317,-0.031128,0.866699,0
-0.450317,-0.032227,0.867554,0
-0.449585,-0.030273,0.867676,0
-0.449829,-0.030518,0.867065,0
-0.449829,-0.030884,0.866577,0
-0.449463,-0.030884,0.867676,0
-0.449463,-0.030518,0.867798,0
-0.449829,-0.031738,0.866943,0
-0.448975,-0.031616,0.866821,0
-0.449829,-0.031860,0.866943,0
-0.449219,-0.031494,0.866333,0
-0.449829,-0.031494,0.867554,0
-0.449829,-0.030884,0.867310,0
-0.450317,-0.031128,0.867554,0
-0.451050,-0.032104,0.866943,0
-0.450439,-0.031372,0.866943,0
-0.451904,-0.032349,0.867187,0
-0.450806,-0.032593,0.868042,0
-0.450195,-0.031128,0.866943,0
-0.449585,-0.031982,0.867676,0
-0.450195,-0.030762,0.867676,0
-0.449463,-0.031250,0.866943,0
-0.449219,-0.031128,0.866333,0
-0.449707,-0.031494,0.866577,0
-0.449951,-0.031494,0.867554,0
-0.449463,-0.031982,0.867065,0
-0.449219,-0.031860,0.867432,0
-0.449463,-0.031128,0.866211,0
-0.449951,-0.032104,0.867554,0
-0.450195,-0.031128,0.867065,0
-0.450195,-0.030762,0.866577,0
-0.450806,-0.030640,0.867310,0
-0.450195,-0.030884,0.868042,0
-0.449219,-0.031006,0.867065,0
-0.449585,-0.031250,0.867432,0
-0.450562,-0.031494,0.866211,0
-0.450073,-0.031616,0.866211,0
-0.450439,-0.031250,0.866577,0
-0.449585,-0.031860,0.866577,0
-0.449829,-0.031006,0.866333,0
-0.450073,-0.030396,0.867065,0
-0.449707,-0.030640,0.866943,0
-0.449707,-0.031738,0.867798,0
-0.449829,-0.031982,0.866943,0
-0.450073,-0.031128,0.867065,0
-0.450439,-0.030640,0.866577,0
-0.449829,-0.030396,0.868164,0
-0.449707,-0.031372,0.866943,0
-0.449829,-0.031250,0.866699,0
-0.450195,-0.031738,0.867676,0
-0.450439,-0.031616,0.866699,0
-0.450195,-0.031738,0.867432,0
-0.450073,-0.030640,0.866943,0
-0.449951,-0.032471,0.867554,0
-0.449707,-0.031006,0.866455,0
-0.449707,-0.030884,0.866821,0
-0.450684,-0.031006,0.865967,0
-0.450073,-0.031128,0.868042,0
-0.450073,-0.031372,0.867310,0
-0.449463,-0.031494,0.867187,0
-0.450073,-0.031128,0.866943,0
-0.450195,-0.030273,0.866821,0
-0.449951,-0.031372,0.867554,0
-0.449585,-0.031006,0.867310,0
-0.449829,-0.030762,0.867310,0
-0.449341,-0.031372,0.867187,0
-0.449951,-0.031494,0.866699,0
