ax,ay,az,label
-0.000610,-0.148682,-1.029297,1
0.000610,-0.150391,-1.030029,1
-0.002319,-0.149536,-1.032227,1
-0.153809,-0.185791,-1.040283,1
0.055542,-0.129883,-1.054199,1
-0.094727,-0.167725,-1.017700,1
-0.166016,-0.180542,-1.063599,1
0.113647,-0.120850,-1.049316,1
0.131958,-0.120605,-1.005737,1
-0.157715,-0.185547,-1.026001,1
0.161987,-0.115967,-1.033203,1
0.067261,-0.141724,-1.001953,1
-0.196655,-0.200684,-1.039063,1
-0.049805,-0.165283,-1.067017,1
0.183105,-0.114136,-1.021240,1
-0.010132,-0.153320,-1.032715,1
0.024658,-0.139771,-1.049438,1
0.175537,-0.110474,-1.002930,1
-0.081177,-0.170654,-1.005859,1
-0.183350,-0.194824,-1.057007,1
0.094849,-0.133179,-1.046509,1
-0.147095,-0.185547,-1.018433,1
-0.136475,-0.180786,-1.063721,1
0.145386,-0.117676,-1.037231,1
0.081177,-0.132935,-0.999268,1
-0.190308,-0.193848,-1.030762,1
0.180298,-0.115479,-1.024780,1
0.010620,-0.154175,-1.004272,1
-0.204224,-0.201660,-1.049438,1
0.011841,-0.148926,-1.062256,1
0.185791,-0.110229,-1.014771,1
-0.061646,-0.165161,-1.009033,1
0.085693,-0.127930,-1.046753,1
0.158813,-0.116333,-1.000122,1
-0.129517,-0.181763,-1.013428,1
-0.144531,-0.185181,-1.060547,1
0.143311,-0.123169,-1.036499,1
-0.179565,-0.193359,-1.023804,1
-0.082031,-0.167847,-1.055664,1
0.180298,-0.110962,-1.017700,1
0.033447,-0.145752,-0.992798,1
-0.091797,-0.171021,-1.041016,1
0.006470,-0.153320,-1.031128,1
-0.005737,-0.154663,-1.032227,1
-0.005737,-0.154907,-1.034790,1
-0.006958,-0.155273,-1.034546,1
-0.006226,-0.154907,-1.033569,1
-0.008667,-0.154785,-1.031738,1
-0.007080,-0.155762,-1.028687,1
-0.007935,-0.154663,-1.028564,1
-0.006836,-0.154175,-1.026733,1
-0.005615,-0.154907,-1.024780,1
-0.004639,-0.154663,-1.023071,1
-0.007568,-0.155396,-1.028442,1
-0.005005,-0.156860,-1.029419,1
-0.006592,-0.154175,-1.031982,1
-0.008545,-0.152954,-1.033325,1
-0.007690,-0.154175,-1.033447,1
-0.006226,-0.151123,-1.030273,1
-0.091064,-0.163940,-1.005981,1
-0.135254,-0.174072,-1.056519,1
0.147827,-0.114258,-1.031860,1
0.088501,-0.131592,-0.998901,1
-0.186157,-0.190796,-1.033936,1
0.177734,-0.112305,-1.030518,1
0.013306,-0.147583,-1.007080,1
-0.206055,-0.192993,-1.046875,1
0.003418,-0.145264,-1.061768,1
0.181152,-0.110352,-1.015625,1
-0.062500,-0.164795,-1.040405,1
0.074341,-0.130249,-1.050903,1
0.156128,-0.115234,-1.003418,1
-0.127563,-0.179077,-1.014648,1
-0.150757,-0.182617,-1.061279,1
0.138184,-0.119263,-1.039307,1
-0.179321,-0.186401,-1.024414,1
-0.090576,-0.163940,-1.058594,1
0.174194,-0.107422,-1.024536,1
0.035156,-0.142578,-0.999756,1
-0.202637,-0.197021,-1.042114,1
0.205688,-0.110474,-1.019165,1
-0.038696,-0.154297,-1.004883,1
-0.192749,-0.184814,-1.050171,1
0.062622,-0.127197,-1.052734,1
0.167725,-0.109131,-1.007813,1
-0.113159,-0.176270,-1.015503,1
0.123535,-0.128296,-1.047974,1
0.117432,-0.135498,-1.005615,1
-0.166870,-0.196045,-1.024536,1
-0.104858,-0.175293,-1.060059,1
0.167358,-0.112427,-1.026855,1
-0.199829,-0.191895,-1.033203,1
-0.034302,-0.152466,-1.058594,1
0.183228,-0.107300,-1.016235,1
-0.021240,-0.154541,-1.002197,1
-0.196167,-0.191895,-1.048828,1
0.046997,-0.135498,-1.055176,1
-0.065552,-0.170532,-1.030518,1
-0.018433,-0.150146,-1.042603,1
-0.000244,-0.146851,-1.034302,1
-0.008667,-0.147705,-1.032715,1
-0.011719,-0.145630,-1.030762,1
-0.006836,-0.147461,-1.026611,1
-0.008423,-0.150513,-1.027588,1
-0.008911,-0.154785,-1.029663,1
-0.008057,-0.159424,-1.031006,1
-0.008545,-0.158691,-1.031494,1
-0.011597,-0.158569,-1.033813,1
-0.011841,-0.155640,-1.033936,1
-0.012329,-0.153076,-1.033691,1
-0.011719,-0.148804,-1.027588,1
-0.015015,-0.152344,-1.026489,1
-0.013794,-0.148682,-1.027344,1
-0.011597,-0.151611,-1.027588,1
-0.012085,-0.156982,-1.032104,1
-0.006714,-0.156616,-1.031860,1
-0.008301,-0.156738,-1.032349,1
0.129883,-0.122437,-1.006470,1
-0.110352,-0.172852,-1.064941,1
0.164429,-0.111206,-1.033203,1
0.054199,-0.135864,-0.999756,1
-0.200928,-0.188965,-1.034302,1
-0.036499,-0.151611,-1.059082,1
0.188965,-0.105103,-1.018311,1
-0.199341,-0.195679,-1.052246,1
0.044067,-0.142700,-1.060059,1
0.181763,-0.115845,-1.012695,1
-0.088013,-0.173218,-1.014648,1
-0.174072,-0.188721,-1.062012,1
0.135498,-0.119995,-1.000366,1
-0.156372,-0.181274,-1.015503,1
-0.125854,-0.171875,-1.054321,1
0.160156,-0.110107,-1.025635,1
0.077759,-0.132935,-0.991577,1
-0.187378,-0.159790,-1.055054,1
0.188965,-0.110474,-1.018311,1
0.002197,-0.146240,-0.994751,1
-0.201050,-0.194580,-1.042480,1
0.019653,-0.148926,-1.059448,1
0.177612,-0.115723,-1.015259,1
-0.187744,-0.194092,-1.057983,1
0.087280,-0.128052,-1.050537,1
0.143799,-0.117065,-1.001587,1
-0.142456,-0.180054,-1.013672,1
-0.137939,-0.176758,-1.057739,1
0.086670,-0.132202,-1.010010,1
-0.187378,-0.192383,-1.038696,1
-0.073730,-0.160889,-1.070435,1
0.174683,-0.104858,-1.033691,1
0.012085,-0.143433,-1.010620,1
-0.210571,-0.192627,-1.054443,1
0.180298,-0.106567,-1.019897,1
-0.062744,-0.157837,-1.012207,1
-0.192505,-0.183472,-1.055542,1
0.089233,-0.117188,-1.048218,1
0.015015,-0.138062,-1.018555,1
-0.008301,-0.141846,-1.028931,1
-0.003174,-0.143921,-1.029663,1
-0.005615,-0.147339,-1.034302,1
-0.006104,-0.150513,-1.035278,1
-0.007324,-0.152466,-1.034668,1
-0.006592,-0.152710,-1.026245,1
-0.010132,-0.154419,-1.025269,1
-0.010864,-0.156372,-1.023438,1
-0.010986,-0.156372,-1.021973,1
-0.006104,-0.155029,-1.022217,1
-0.002808,-0.154907,-1.024170,1
-0.001465,-0.155396,-1.026855,1
-0.002930,-0.155884,-1.025391,1
-0.007202,-0.153809,-1.025879,1
-0.003174,-0.155884,-1.026489,1
-0.004639,-0.154419,-1.026367,1
-0.027954,-0.156006,-1.026733,1
0.184082,-0.111694,-1.022949,1
-0.047729,-0.158203,-1.000244,1
-0.201660,-0.188477,-1.045166,1
0.058716,-0.129639,-1.045776,1
0.166260,-0.112427,-1.001709,1
-0.163086,-0.184692,-1.060669,1
0.124268,-0.121216,-1.045410,1
0.117065,-0.126221,-1.006714,1
-0.173584,-0.187134,-1.033203,1
-0.116699,-0.172363,-1.064209,1
0.041016,-0.133911,-1.000122,1
-0.210937,-0.191650,-1.039795,1
-0.043213,-0.157715,-1.063599,1
0.179932,-0.113037,-1.021729,1
-0.029663,-0.159424,-1.007568,1
-0.206909,-0.135010,-1.057007,1
0.166260,-0.111572,-1.008301,1
-0.105225,-0.168701,-1.009155,1
-0.181641,-0.184204,-1.057495,1
0.103638,-0.118652,-1.045288,1
0.129395,-0.114136,-1.004517,1
-0.124268,-0.167603,-1.071167,1
0.158203,-0.106079,-1.042847,1
0.070190,-0.126343,-1.008545,1
-0.195312,-0.182617,-1.039551,1
-0.051147,-0.148193,-1.067017,1
-0.007813,-0.142578,-1.003296,1
-0.208496,-0.186768,-1.045898,1
0.020508,-0.136963,-1.055542,1
0.176758,-0.106812,-1.010742,1
-0.083496,-0.167603,-1.013550,1
-0.185791,-0.191162,-1.060425,1
0.139404,-0.119751,-1.008423,1
-0.152100,-0.185425,-1.023804,1
-0.144165,-0.180542,-1.061401,1
0.142090,-0.115234,-1.033447,1
0.079224,-0.128540,-0.995117,1
-0.062012,-0.161743,-1.060791,1
0.027100,-0.145508,-1.014893,1
-0.018311,-0.153687,-1.025269,1
-0.015015,-0.154907,-1.029541,1
-0.009766,-0.156494,-1.028076,1
-0.007935,-0.153687,-1.026001,1
-0.014771,-0.151733,-1.024536,1
-0.015747,-0.150391,-1.023438,1
-0.014526,-0.147583,-1.022217,1
-0.013916,-0.149048,-1.024658,1
-0.015503,-0.155396,-1.030518,1
-0.009155,-0.149170,-1.029663,1
-0.013062,-0.150879,-1.033936,1
-0.010376,-0.149902,-1.034790,1
-0.010498,-0.147339,-1.028564,1
-0.013794,-0.145142,-1.027100,1
-0.015625,-0.148437,-1.030151,1
-0.014648,-0.147583,-1.031494,1
-0.015625,-0.147339,-1.030518,1
-0.020264,-0.146484,-1.030640,1
0.064697,-0.124390,-1.046021,1
0.139282,-0.110352,-1.002319,1
-0.152222,-0.167236,-1.060181,1
0.137695,-0.110352,-1.037231,1
0.083496,-0.126831,-1.005859,1
-0.196167,-0.187622,-1.039429,1
-0.086182,-0.158813,-1.070557,1
0.009277,-0.144287,-1.011475,1
-0.219238,-0.192993,-1.055542,1
-0.015015,-0.144165,-1.067505,1
0.171387,-0.105347,-1.018188,1
-0.071411,-0.155396,-1.009644,1
-0.209595,-0.119751,-1.053345,1
0.150024,-0.109253,-1.006348,1
-0.134766,-0.171265,-1.020264,1
-0.164062,-0.175903,-1.066406,1
0.128296,-0.115723,-1.043579,1
0.102661,-0.123657,-1.003296,1
-0.103271,-0.162964,-1.063599,1
0.167236,-0.104980,-1.022217,1
0.034180,-0.133911,-0.992187,1
-0.210205,-0.188232,-1.034058,1
-0.029663,-0.146851,-1.057129,1
-0.040527,-0.153198,-1.001221,1
-0.204712,-0.187500,-1.049438,1
0.051270,-0.133179,-1.054932,1
0.164185,-0.113770,-1.009399,1
-0.114380,-0.175781,-1.016724,1
-0.171875,-0.185059,-1.060425,1
0.115112,-0.120850,-0.997192,1
-0.175293,-0.183594,-1.022705,1
-0.116699,-0.166260,-1.063843,1
0.161743,-0.108032,-1.032104,1
0.053345,-0.132935,-1.000732,1
-0.042114,-0.148071,-1.063354,1
0.185059,-0.103027,-1.016602,1
-0.020508,-0.148560,-0.999634,1
-0.206787,-0.185791,-1.044434,1
0.019287,-0.135986,-1.032593,1
0.000732,-0.142700,-1.034546,1
-0.015625,-0.143799,-1.036255,1
-0.015625,-0.145020,-1.039063,1
-0.015625,-0.145996,-1.039063,1
-0.014160,-0.144409,-1.034912,1
-0.013916,-0.144409,-1.030029,1
-0.014038,-0.146973,-1.027832,1
-0.014404,-0.146362,-1.027344,1
-0.016235,-0.145142,-1.028809,1
-0.016846,-0.146606,-1.031494,1
-0.018555,-0.148071,-1.034058,1
-0.019775,-0.152466,-1.035400,1
-0.016357,-0.152954,-1.033447,1
-0.016968,-0.150391,-1.028931,1
-0.017334,-0.150269,-1.027710,1
-0.015625,-0.149780,-1.029419,1
-0.015137,-0.147339,-1.028564,1
-0.061401,-0.145508,-1.004883,1
-0.175171,-0.174072,-1.059082,1
0.111816,-0.110474,-1.045776,1
0.130859,-0.111206,-1.005371,1
-0.162109,-0.175537,-1.029663,1
0.162231,-0.101807,-1.038208,1
0.059692,-0.127563,-1.010010,1
-0.206543,-0.185791,-1.046875,1
-0.052124,-0.146240,-1.066528,1
0.181885,-0.092529,-1.021973,1
-0.017700,-0.136108,-1.054565,1
0.022705,-0.128784,-1.062134,1
0.170410,-0.100464,-1.013428,1
-0.093140,-0.161865,-1.014282,1
-0.190430,-0.183838,-1.065186,1
0.091309,-0.124268,-1.053955,1
-0.161133,-0.180908,-1.026245,1
-0.143677,-0.173340,-1.067383,1
0.147339,-0.111084,-1.035400,1
0.074951,-0.126099,-0.994507,1
-0.200684,-0.183838,-1.027954,1
0.176025,-0.109497,-1.017212,1
0.001587,-0.147095,-0.994019,1
-0.212280,-0.192505,-1.040405,1
0.008057,-0.143799,-1.053589,1
0.182617,-0.109985,-1.007202,1
-0.069092,-0.162964,-1.003906,1
0.081909,-0.125854,-1.043701,1
0.153687,-0.113525,-0.998291,1
-0.137817,-0.177612,-1.012939,1
-0.150635,-0.178711,-1.057739,1
0.140503,-0.116821,-1.034790,1
-0.185303,-0.187256,-1.030518,1
-0.084473,-0.161255,-1.064941,1
0.179443,-0.108032,-1.027222,1
0.028687,-0.142822,-0.999878,1
-0.204224,-0.189575,-1.038452,1
-0.007080,-0.145264,-1.006958,1
-0.054443,-0.163818,-1.012695,1
-0.034546,-0.147095,-1.028687,1
-0.004883,-0.140625,-1.020386,1
-0.010376,-0.136353,-1.018311,1
-0.013306,-0.141846,-1.020874,1
-0.011108,-0.144775,-1.026001,1
-0.013428,-0.145996,-1.027466,1
-0.019897,-0.144043,-1.030273,1
-0.013306,-0.147217,-1.033691,1
-0.013062,-0.143188,-1.035034,1
-0.016968,-0.142822,-1.041626,1
-0.016357,-0.144531,-1.045776,1
-0.015381,-0.143921,-1.048706,1
-0.015869,-0.143066,-1.047241,1
-0.016724,-0.140259,-1.045166,1
-0.017334,-0.136597,-1.042358,1
-0.020142,-0.131104,-1.036865,1
-0.018433,-0.130371,-1.036133,1
-0.016235,-0.130859,-1.035645,1
-0.029663,-0.134766,-1.033081,1
0.166504,-0.098389,-1.037842,1
-0.211792,-0.181885,-1.051636,1
-0.009277,-0.137329,-1.063354,1
0.180542,-0.097656,-1.016357,1
-0.057373,-0.148682,-1.009277,1
-0.203247,-0.177002,-1.052124,1
0.060303,-0.119141,-1.000244,1
-0.125854,-0.160034,-1.010498,1
-0.164673,-0.165771,-1.056152,1
0.126709,-0.106079,-1.037720,1
0.110352,-0.115356,-1.001343,1
-0.177002,-0.180786,-1.030518,1
0.169800,-0.106567,-1.032349,1
0.043335,-0.136597,-1.005249,1
-0.206787,-0.186401,-1.043579,1
-0.033447,-0.143311,-1.062500,1
0.180908,-0.098755,-1.016602,1
-0.205444,-0.178467,-1.050049,1
0.046997,-0.123535,-1.053711,1
0.173096,-0.102661,-1.006104,1
-0.101318,-0.163086,-1.010986,1
-0.167603,-0.176392,-1.053955,1
0.120117,-0.115479,-1.036621,1
-0.164551,-0.180176,-1.025391,1
-0.116577,-0.165039,-1.063599,1
0.162964,-0.099976,-1.031250,1
0.058960,-0.120239,-1.000977,1
-0.201904,-0.173340,-1.037598,1
0.187134,-0.089355,-1.019409,1
-0.008057,-0.134277,-1.003662,1
-0.202515,-0.176392,-1.054199,1
0.031982,-0.127319,-1.062378,1
0.180664,-0.101685,-1.015869,1
-0.088135,-0.160278,-1.080811,1
0.092407,-0.118530,-1.052246,1
0.130127,-0.111084,-1.006592,1
-0.161743,-0.171143,-1.022461,1
-0.133545,-0.164307,-1.062134,1
0.024780,-0.130371,-1.020264,1
-0.020874,-0.135620,-1.026123,1
-0.015137,-0.135620,-1.026978,1
-0.013916,-0.139771,-1.028198,1
-0.017090,-0.142334,-1.031738,1
-0.020630,-0.146484,-1.036133,1
-0.019531,-0.145752,-1.035889,1
-0.025024,-0.142334,-1.034424,1
-0.023560,-0.139771,-1.033203,1
-0.021118,-0.139160,-1.030640,1
-0.019653,-0.137085,-1.032715,1
-0.019531,-0.136841,-1.032837,1
-0.013184,-0.137573,-1.035767,1
-0.013550,-0.140625,-1.037720,1
-0.013916,-0.141357,-1.040527,1
-0.013184,-0.141968,-1.042969,1
-0.017212,-0.142212,-1.043579,1
-0.018188,-0.138550,-1.041016,1
-0.088257,-0.150024,-1.064941,1
0.174316,-0.096680,-1.029785,1
0.025024,-0.125366,-1.000244,1
-0.207275,-0.174316,-1.039795,1
-0.011963,-0.135864,-1.026855,1
-0.044922,-0.153564,-1.008545,1
-0.198120,-0.186523,-1.057007,1
0.061401,-0.128784,-1.055298,1
0.161499,-0.107666,-1.003174,1
-0.123047,-0.166748,-1.009766,1
0.121582,-0.109741,-1.032715,1
0.113403,-0.115479,-0.991577,1
-0.174561,-0.177368,-1.017334,1
-0.103638,-0.160400,-1.056519,1
0.172607,-0.105591,-1.024292,1
-0.202148,-0.189453,-1.035522,1
-0.033447,-0.149536,-1.061035,1
0.184692,-0.104248,-1.020752,1
-0.032349,-0.149658,-1.009766,1
-0.210205,-0.185059,-1.058228,1
0.037109,-0.128540,-1.063110,1
-0.110474,-0.164062,-1.018188,1
-0.182739,-0.177490,-1.061035,1
0.104736,-0.110474,-1.041992,1
0.122559,-0.111328,-0.996338,1
-0.168335,-0.176758,-1.020386,1
0.160522,-0.106567,-1.036377,1
0.063721,-0.128784,-1.004883,1
-0.203857,-0.182739,-1.041260,1
-0.055908,-0.147095,-1.066772,1
0.180786,-0.097900,-1.021851,1
-0.014893,-0.139282,-1.032715,1
0.019775,-0.130859,-1.053223,1
0.171875,-0.106445,-1.009399,1
-0.093262,-0.164673,-1.012085,1
-0.189209,-0.183472,-1.059204,1
0.093384,-0.121826,-1.049683,1
-0.158325,-0.177368,-1.026001,1
-0.044678,-0.144287,-1.049438,1
0.002319,-0.135132,-1.027588,1
-0.017334,-0.138550,-1.030640,1
-0.019409,-0.141235,-1.035034,1
-0.016235,-0.142822,-1.035889,1
-0.011475,-0.142700,-1.035522,1
-0.010498,-0.144653,-1.033691,1
-0.010254,-0.143555,-1.031860,1
-0.012939,-0.144287,-1.029785,1
-0.014404,-0.143433,-1.026978,1
-0.012451,-0.142578,-1.023438,1
-0.014526,-0.144531,-1.027222,1
-0.014160,-0.147949,-1.029419,1
-0.009155,-0.149170,-1.027466,1
-0.011353,-0.147583,-1.028076,1
-0.010742,-0.149292,-1.029785,1
-0.013428,-0.147217,-1.029297,1
-0.015137,-0.145508,-1.029541,1
-0.017334,-0.145996,-1.029785,1
-0.067505,-0.151367,-1.054932,1
0.180542,-0.101318,-1.022827,1
-0.206787,-0.180176,-1.046143,1
0.016479,-0.130615,-1.059448,1
0.182129,-0.100098,-1.017090,1
-0.075806,-0.155151,-1.013672,1
-0.191040,-0.176147,-1.059692,1
0.142456,-0.106567,-1.008789,1
-0.148804,-0.167358,-1.020264,1
-0.152954,-0.163086,-1.059204,1
0.137207,-0.102173,-1.036499,1
0.085449,-0.118286,-1.003784,1
-0.068970,-0.155273,-1.066895,1
0.171997,-0.104126,-1.030029,1
0.011963,-0.140625,-1.007935,1
-0.215332,-0.188965,-1.048828,1
-0.011963,-0.142334,-1.061890,1
0.175903,-0.104126,-1.013428,1
-0.205566,-0.178467,-1.050171,1
0.065186,-0.122070,-1.048950,1
0.154175,-0.105591,-1.005981,1
-0.131470,-0.167236,-1.019043,1
-0.160400,-0.171997,-1.065918,1
0.106079,-0.116821,-1.004761,1
-0.186035,-0.177612,-1.032104,1
-0.101807,-0.155396,-1.063232,1
0.169189,-0.100098,-1.025391,1
0.034180,-0.131348,-0.999268,1
-0.210571,-0.185059,-1.039063,1
0.186035,-0.106323,-1.018066,1
-0.040894,-0.154663,-1.006348,1
-0.202393,-0.184326,-1.051392,1
0.057373,-0.126831,-1.053467,1
0.171875,-0.104492,-1.008911,1
-0.168091,-0.169678,-1.058350,1
0.122070,-0.107910,-1.040649,1
0.121094,-0.111450,-0.998291,1
-0.171997,-0.170532,-1.020874,1
-0.029175,-0.137085,-1.042358,1
0.005371,-0.139526,-1.026489,1
-0.015625,-0.141479,-1.028687,1
-0.015015,-0.142822,-1.029053,1
-0.014771,-0.142578,-1.031494,1
-0.017700,-0.142334,-1.034790,1
-0.020874,-0.144287,-1.039063,1
-0.018433,-0.139038,-1.036377,1
-0.019897,-0.137207,-1.037720,1
-0.021362,-0.137939,-1.038818,1
-0.019775,-0.139404,-1.036743,1
-0.015259,-0.139893,-1.035522,1
-0.015625,-0.137939,-1.038696,1
-0.015747,-0.138184,-1.039917,1
-0.016235,-0.135620,-1.038452,1
-0.015381,-0.131592,-1.036377,1
-0.015015,-0.130981,-1.035767,1
-0.016479,-0.131226,-1.035767,1
-0.151123,-0.164673,-1.022705,1
-0.071289,-0.141846,-1.064209,1
0.176147,-0.098022,-1.025757,1
0.002930,-0.138184,-1.005737,1
-0.210815,-0.182007,-1.046509,1
0.178589,-0.105591,-1.012451,1
-0.072754,-0.161743,-1.009033,1
-0.195312,-0.181396,-1.054321,1
0.077515,-0.121460,-1.050781,1
0.141846,-0.112793,-1.008545,1
-0.144043,-0.165039,-1.057617,1
0.134766,-0.100342,-1.033203,1
0.091675,-0.115967,-0.996338,1
-0.185181,-0.176880,-1.024780,1
-0.083984,-0.152710,-1.055908,1
0.177124,-0.101074,-1.021118,1
-0.204712,-0.184814,-1.044800,1
-0.007690,-0.139282,-1.062744,1
0.182617,-0.097778,-1.016602,1
-0.054199,-0.146973,-1.007813,1
-0.200073,-0.174072,-1.053101,1
0.157593,-0.103394,-1.006836,1
-0.124146,-0.165771,-1.015625,1
-0.163330,-0.171753,-1.058838,1
0.125244,-0.112549,-1.042114,1
0.110474,-0.117676,-1.004395,1
-0.173828,-0.176514,-1.029419,1
0.168213,-0.099609,-1.031616,1
0.041626,-0.128540,-1.006592,1
-0.206421,-0.179687,-1.044434,1
-0.031860,-0.140137,-1.064209,1
0.180420,-0.098999,-1.019043,1
-0.208618,-0.182861,-1.050903,1
0.044312,-0.127441,-1.051392,1
0.166626,-0.105225,-1.005371,1
-0.109497,-0.164307,-1.012085,1
-0.172852,-0.174194,-1.062378,1
0.113403,-0.112183,-1.008057,1
-0.097290,-0.157837,-1.044189,1
-0.012817,-0.134277,-1.041992,1
-0.002319,-0.131104,-1.033813,1
-0.009644,-0.130005,-1.031616,1
-0.008423,-0.127563,-1.032104,1
-0.010254,-0.130493,-1.035767,1
-0.010498,-0.132446,-1.038574,1
-0.013550,-0.135376,-1.037842,1
-0.015503,-0.138794,-1.039551,1
-0.014893,-0.138550,-1.037964,1
-0.017456,-0.140259,-1.035034,1
-0.016968,-0.142090,-1.035034,1
-0.018311,-0.141968,-1.034058,1
-0.016602,-0.139282,-1.032227,1
-0.017456,-0.137573,-1.031616,1
-0.017700,-0.138062,-1.031128,1
-0.015869,-0.138916,-1.032959,1
-0.016968,-0.142334,-1.035278,1
-0.016357,-0.142090,-1.036133,1
-0.017212,-0.136719,-1.017578,1
-0.205444,-0.187256,-1.059937,1
0.158325,-0.105835,-1.009155,1
-0.125854,-0.163452,-1.016724,1
-0.171509,-0.168701,-1.059448,1
0.118530,-0.107910,-1.040771,1
0.112427,-0.114136,-1.001221,1
-0.178833,-0.177612,-1.061523,1
0.166626,-0.107422,-1.030151,1
0.046143,-0.137207,-1.001221,1
-0.204224,-0.187988,-1.038208,1
-0.032959,-0.147827,-1.059326,1
0.182007,-0.103638,-1.015259,1
-0.206299,-0.180420,-1.039673,1
0.042114,-0.126343,-1.043945,1
0.172485,-0.104980,-0.999023,1
-0.101807,-0.165283,-1.006348,1
-0.174316,-0.179687,-1.050537,1
0.129395,-0.119751,-1.002075,1
-0.165771,-0.182739,-1.023438,1
